ID	name	author	levelUnlock	priceRuby	priceCoin	Song Loop	isLocal	VersionMid	VersionMp3	Midi	Mp3File	Mp3File2	isCrypto	speedBegin	speedIncreaseAfterOneLoop	isTraditionalFile	SongTrackClip	SongTrackSpeed	beginDistanceBySecond	AddStartDistance	typeSong	Category
81	Wedding Piano		6	0	0	1	0	1	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/81_WeddingPiano_Trauerbaum2.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/81_WeddingPiano_Trauerbaum2.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	1500	1500	NORMAL	1
95	Emotional Orchestra	Best Audio	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/95_EmotionalOrchestra_BestAudio.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/95_EmotionalOrchestra_BestAudio.mp3		1	1	0.25	1	0;45.11;75.6	1;1.0204081633;1.0416666667	1700	1000	NEW	2
87	Beautiful Piano	Light Of Music	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/87_BeautifulPiano_LightOfMusic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/87_BeautifulPiano_LightOfMusic.mp3		1	1	0.25	1	0;37.75;75.09	1;1.0204081633;1.0416666667	1700	1000	NEW	1
37	New Year		-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/37_NewYear_DMusic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/37_NewYear_DMusic.mp3		1	1	0.25	1	0;30.0;60	1;1.0204081633;1.0416666667	1500	1000	NEW	2
74	Kid Theme		7	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/74_KidsTheme_Bazzil.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/74_KidsTheme_Bazzil.mp3		1	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	1800	1500	NORMAL	2
55	Canvas Painting		8	0	0	1	0	5	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/55_CanvasPainting.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/55_CanvasPainting.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	1650	1000	NORMAL	1
70	Love		9	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/70_Love_Madamusic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/70_Love_Madamusic.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	1600	1500	NORMAL	2
86	Beautiful Romantic	Kornev Music	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/86_BeautifulEmotionalRomantic_KornevMusic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/86_BeautifulEmotionalRomantic_KornevMusic.mp3		1	1	0.25	1	0;33.9;67.9	1;1.0204081633;1.0416666667	1840	1000	NEW	2
114	Touching And Intimate	DPmusic Studio	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/114_TouchingAndIntimate_DPmusicStudio.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/114_TouchingAndIntimate_DPmusicStudio.mp3		1	1	0.25	1	0;45.3;74.8	1;1.0204081633;1.0416666667	2100	1000	NEW	2
6	Background		-1	50	0	1	0	6	6	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/6_BackgroundPiano_Jerkim007.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/6_BackgroundPiano_Jerkim007.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	2200	1000	NEW	1
3	Buddy Song		10	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/3_buddy.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/3_buddy.mp3		1	1	0.25	1	0;40.0;80.0	1;1.11111111111;1.25	1900	1500	NORMAL	2
17	A New Beginning		11	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/17_ANewBeginning.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/17_ANewBeginning.mp3		1	1	0.25	1	0;30.0;60.0	1;1.05263158;1.111111111111	1700	1000	NORMAL	1
80	Memory Lane		12	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/80_MemoryLane_DenisAlex.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/80_MemoryLane_DenisAlex.mp3		1	1	0.25	1	0;50.0;100.0	1;1.0204081633;1.0416666667	1800	1500	NORMAL	1
84	Uplifting Moment		-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/84_UpliftingInspiringMoment_ElektorProject.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/84_UpliftingInspiringMoment_ElektorProject.mid		0	1	0.25	1	0;35.0;70	1;1.0204081633;1.0416666667	2000	500	NEW	1
92	Chopin Nocturne 2	Light Of Music	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/92_ChopinNocturne2_LightOfMusic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/92_ChopinNocturne2_LightOfMusic.mp3		1	1	0.25	1	0;27.06;83.02	1;1.0204081633;1.0416666667	2500	1000	NEW	1
113	Wedding Ballad	The Audio Styler	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/113_RomanticWeddingPianoBallad_TheAudioStyler.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/113_RomanticWeddingPianoBallad_TheAudioStyler.mp3		1	1	0.25	1	0;49;89.7	1;1.0204081633;1.0416666667	1850	1000	NEW	1
2	Itsy Bitsy Spider		13	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/2_Spider.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/2_Spider.mp3		1	1	0.25	1	0;20.0;40.0	1;1.05263158;1.111111111111	1900	1000	NORMAL	2
32	Funny Winter Holiday		14	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/32_Funnywinterholiday.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/32_Funnywinterholiday.mp3		1	1	0.25	1	0;40.0;80	1;1.05263158;1.111111111111	1900	1000	NORMAL	2
56	Gentle Love		15	0	0	1	0	5	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/56_Gentlelove.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/56_Gentlelove.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	1900	2000	NORMAL	1
105	Light Piano	Piano King	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/105_LightPiano_PianoKing.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/105_LightPiano_PianoKing.mp3		1	1	0.25	1	0;32;80	1;1.0204081633;1.0416666667	1900	1000	NEW	1
85	80s Piano Synth	Columnals	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/85_80sPianoSynth_Columnals.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/85_80sPianoSynth_Columnals.mid		0	1	0.25	1	0;29.17;59	1;1.0204081633;1.0416666667	2100	1000	NEW	2
97	Game	JuanMares	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/97_Game_Juanmares.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/97_Game_Juanmares.mp3		1	1	0.25	1	0;23.8;48	1;1.0204081633;1.0416666667	2650	1000	NEW	2
31	Happy Every Day		16	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/31_happyeveryday.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/31_happyeveryday.mp3		1	1	0.25	1	0;30.0;60	1;1.05263158;1.111111111111	1900	1000	NORMAL	1
40	Christmas Snow		17	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/40_Christmassnow.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/40_Christmassnow.mp3		1	1	0.25	1	0;25.0;50	1;1.05263158;1.111111111111	2000	1000	NORMAL	2
8	Happy Fun		18	0	0	1	0	5	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/8_Happy_Fun.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/8_Happy_Fun.mp3		1	1	0.25	1	0;34.5;64.5	1;1.05263158;1.111111111111	2000	1000	NORMAL	2
76	Classical Piano		-1	50	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/76_ClassicalPiano_Korolkov.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/76_ClassicalPiano_Korolkov.mp3		1	1	0.25	1	0;25.0;50.0	1;1.0204081633;1.0416666667	2800	1500	NEW	1
90	Childhood Dreams	DIXIDD	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/90_ChildhoodDreams_DIXIDD.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/90_ChildhoodDreams_DIXIDD.mp3		1	1	0.25	1	0;41.7;76	1;1.0204081633;1.0416666667	2300	1000	NEW	2
103	Inspiring Piano 	The JR Sound Design	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/103_InspiringPianoBackground_TheJRSoundDesign.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/103_InspiringPianoBackground_TheJRSoundDesign.mp3		1	1	0.25	1	0;38;76.4	1;1.0204081633;1.0416666667	2550	1000	NEW	1
48	Summit To Ayers Rock		19	0	0	1	0	5	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/48_Summit.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/48_Summit.mp3		1	1	0.25	1	0;35.0;70	1;1.0204081633;1.0416666667	2000	1000	NORMAL	1
15	Clear Day		20	0	0	1	0	5	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/15_Clear_Day.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/15_Clear_Day.mp3		1	1	0.25	1	0;39.0;62.0	1;1.05263158;1.111111111111	1900	1000	NORMAL	3
78	Classic Guitar		21	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/78_ClassicGuitar_AndyClassical.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/78_ClassicGuitar_AndyClassical.mp3		1	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	1900	1500	NORMAL	3
89	Believe In Happiness	Serginxs	-1	10	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/89_BelieveInHappiness_Serginxs.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/89_BelieveInHappiness_Serginxs.mp3		1	1	0.25	1	0;48.63;83.95	1;1.0204081633;1.0416666667	2250	1000	NEW	3
91	Childish Story 	Actual Sound	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/91_ChildishStoryWithGuitar_ActualSound.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/91_ChildishStoryWithGuitar_ActualSound.mp3		1	1	0.25	1	0;42.8;87	1;1.0204081633;1.0416666667	2300	1000	NEW	3
111	Romantic	Praded	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/111_Romantic_Praded.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/111_Romantic_Praded.mp3		1	1	0.25	1	0;46;69.55	1;1.0204081633;1.0416666667	2700	1000	NEW	1
65	In Love		22	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/65_InLove_EberleMaxim.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/65_InLove_EberleMaxim.mp3		1	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	2000	1500	NORMAL	1
4	Little Idea		23	0	0	1	0	5	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/4_Little_Idea.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/4_Little_Idea.mp3		1	1	0.25	1	0;55.0;78.5	1;1.11111111111;1.25	2000	1500	NORMAL	2
25	Fly With Me		24	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/25_flywithme.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/25_flywithme.mp3		1	1	0.25	1	0;40.0;80	1;1.05263158;1.111111111111	2000	1000	NORMAL	3
9	Happy Life		-1	50	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/9_Happylife.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/9_Happylife.mp3		1	1	0.25	1	0;35.0;70.0	1;1.05263158;1.111111111111	3100	1000	NEW	2
98	Happy	Silver Tiger Studios	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/98_Happy_SilverTigerStudios.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/98_Happy_SilverTigerStudios.mp3		1	1	0.25	1	0;42.15;96.95	1;1.0204081633;1.0416666667	2930	1000	NEW	2
11	Beautiful Autumn		-1	50	0	1	0	2	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/11_BeautyPiano.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/11_BeautyPiano.mid		0	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	2300	1500	NEW	1
72	Hopeful Piano		25	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/72_HopefulPiano_Pianodays.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/72_HopefulPiano_Pianodays.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	2000	1500	NORMAL	1
21	The Joy Of Learning		26	0	0	1	0	5	3	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/21_thejoy.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/21_thejoy.mp3		1	1	0.25	1	0;30.0;60.0	1;1.05263158;1.111111111111	2000	1000	NORMAL	2
79	Piano Strings		27	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/79_InspiringPianoAndStrings_ElektorProject.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/79_InspiringPianoAndStrings_ElektorProject.mp3		1	1	0.25	1	0;30.0;60.0	1;1.0204081633;1.0416666667	2000	1500	NORMAL	1
108	Mozart Piano	Sound Lufs	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/108_MozartPiano_SoundLufs.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/108_MozartPiano_SoundLufs.mp3		1	1	0.25	1	0;22.4;71.5	1;1.0204081633;1.0416666667	2150	1000	NEW	1
16	Memories		-1	50	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/16_Memories.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/16_Memories.mp3		1	1	0.25	1	0;41.0;71.0	1;1.05263158;1.111111111111	3100	1000	NEW	2
47	Spring Sonata		-1	50	0	1	0	5	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/47_SpringSonata.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/47_SpringSonata.mp3		1	1	0.25	1	0;35.0;70	1;1.0204081633;1.0416666667	2900	1000	NEW	1
66	The Autumn		28	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/66_TheAutumn_SergeySviridov.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/66_TheAutumn_SergeySviridov.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	2250	1500	NORMAL	3
69	Happy Easter Holiday		29	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/69_Aspiring_yellowbus.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/69_Aspiring_yellowbus.mp3		1	1	0.25	1	0;50.0;100.0	1;1.0204081633;1.0416666667	2000	1500	NORMAL	2
43	The Christmas		30	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/43_Thechristmas.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/43_Thechristmas.mp3		1	1	0.25	1	0;30.0;60	1;1.05263158;1.111111111111	2200	1000	NORMAL	2
93	Christmas Uplift	Victory Audio	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/93_ChristmasUplift_VictoryAudio.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/93_ChristmasUplift_VictoryAudio.mp3		1	1	0.25	1	0;30.55;74.87	1;1.0204081633;1.0416666667	2100	1000	NEW	2
101	Happy Story	Lubarsky	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/101_HappyStory_Lubarsky.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/101_HappyStory_Lubarsky.mp3		1	1	0.25	1	0;21.18;71.7	1;1.0204081633;1.0416666667	3000	1000	NEW	2
94	Dream Romantic 	G Multimedia	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/94_DreamRomanticEmotional_GMultiMedia.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/94_DreamRomanticEmotional_GMultiMedia.mp3		1	1	0.25	1	0;32.5;69.5	1;1.0204081633;1.0416666667	2700	1000	NEW	1
50	Apple Day		31	0	0	1	0	5	6	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/50_Appleday.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/50_Appleday.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	2200	1000	NORMAL	1
27	The Positive		32	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/27_Thepositive.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/27_Thepositive.mp3		1	1	0.25	1	0;40.0;80	1;1.05263158;1.111111111111	2400	1000	NORMAL	3
77	Love Moments		33	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/77_BeautifulInspiringLoveMoments_PureMusic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/77_BeautifulInspiringLoveMoments_PureMusic.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	2200	1500	NORMAL	2
82	New Year Mood		-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/82_NewYearMood_IvanLuzan.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/82_NewYearMood_IvanLuzan.mp3		1	1	0.175	1	0;45.0;90	1;1.0204081633;1.0416666667	2900	1000	NEW	2
102	Happy Whistle	Zyncope	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/102_HappyWhistle_Zyncope.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/102_HappyWhistle_Zyncope.mp3		1	1	0.25	1	0;42.28;83.55	1;1.0204081633;1.0416666667	3000	1000	NEW	2
14	Creative Keys		-1	50	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/14_CreativeKeys_Neoclassic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/14_CreativeKeys_Neoclassic.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	2300	1000	NEW	2
51	Love Myself		34	0	0	1	0	5	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/51_Lovemyself.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/51_Lovemyself.mp3		1	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	2200	1000	NORMAL	1
44	Smooth Rock		35	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/44_Upbeatrock.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/44_Upbeatrock.mp3		1	1	0.25	1	0;40.0;80	1;1.05263158;1.111111111111	2500	1000	NORMAL	3
45	Kissing The Rain		36	0	0	1	0	5	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/45_Kissingtherain.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/45_Kissingtherain.mp3		1	1	0.25	1	0;50.0;100	1;1.0204081633;1.0416666667	2200	1000	NORMAL	1
88	Beethoven Fur Elise	Isaku Kageyama	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/88_BeethovenFurElise_IsakuKageyama.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/.gitignore/88_BeethovenFurElise_IsakuKageyama.mp3		1	1	0.25	1	0;48.58;101.77	1;1.0204081633;1.0416666667	2200	1000	NEW	1
