ID	name	author	levelUnlock	priceRuby	priceCoin	Song Loop	isLocal	VersionMid	VersionMp3	Midi	Mp3File	Mp3File2	isCrypto	speedBegin	speedIncreaseAfterOneLoop	isTraditionalFile	SongTrackClip	SongTrackSpeed	beginDistanceBySecond	AddStartDistance	typeSong	Category
135	Milkyway Night		1	0	0	1	9	9	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/MilkywayNight2_notes.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/MilkywayNight_original.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	HOT	2
134	Soft Pink		1	0	0	1	0	9	9	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/softpink.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/softpink.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	HOT	2
133	Once Again		1	0	0	1	0	8	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/onceagain.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/onceagain.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	HOT	2
132	Lost in memories		1	0	0	1	0	8	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/lostinmemories.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/lostinmemories.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	HOT	2
131	Cherry Tears		1	0	0	1	0	8	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/cherrytears.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/cherrytears.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	HOT	2
130	Solitude		1	0	0	1	0	8	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/solitude.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/solitude.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	HOT	2
129	Forever		1	0	0	1	0	7	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/forever.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/forever.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
128	Red Dawn		1	0	0	1	0	7	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/reddawn.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/reddawn.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
127	Starlight Lady		1	0	0	1	0	7	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/StarlightLady.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/StarlightLady.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
126	Tranquil		1	0	0	1	0	7	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/tranquil.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/tranquil.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
125	Stars Fall		1	0	0	1	0	8	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/WhereTheStarsFall2_notes.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/WhereTheStarsFall_original.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	HOT	2
124	Ocean Field		3	0	0	1	0	7	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/oceanfield.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/oceanfield.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
123	Far away love		3	0	0	1	0	7	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/farawaylove.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/farawaylove.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
122	Hope		3	0	0	1	0	7	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/hope.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/hope.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
121	Memories		3	0	0	1	0	7	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/memories.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/memories.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
120	Fairy Tale		3	0	0	1	0	7	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/fairy_notes.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/fairytale.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
119	Blooming Romance		3	0	0	1	0	7	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/blooming_notes.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/blooming.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
114	Beau Cine		1	0	0	1	0	7	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/BeauCine_notes.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/BeauCine_original.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	HOT	2
1	Beau Sorrow		1	0	0	1	0	7	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/BeauSorrow_notes.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/BeauSorrow_original.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	HOT	2
115	Morning Walk		3	0	0	1	0	7	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/MorningWalk_notes.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/MorningWalk_original.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
116	Old Deep Soul		3	0	0	1	0	7	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/OldDeepSoul_notes.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/OldDeepSoul_original.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
117	Emisadio		3	0	0	1	0	7	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/Emisadio_notes.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/Emisadio_original.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
118	Inspirano		3	0	0	1	0	7	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/Inspirano_notes.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/Inspirano_original.mp3		1	1	0.25	1	0;40.0;80.0	1;1;1	1900	1000	NORMAL	2
112	Romantic 3	Smart Sounds	-1	10	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/112_Romantic3_SmartSounds.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/112_Romantic3_SmartSounds.mp3		1	1	0.25	1	0;43.4;69.5	1;1.0204081633;1.0416666667	1140	1000	NORMAL	1
13	The Beautiful Danube	Johann Strauss II	-1	10	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/13_WaltzTheBeautifulBlueDanube_Ieto.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/13_WaltzTheBeautifulBlueDanube_Ieto.mp3		1	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	1400	1000	NORMAL	2
29	Christmas Ukulele		-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/29_ChristmasUkulele_MetronomeProduction.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/29_ChristmasUkulele_MetronomeProduction.mp3		1	1	0.25	1	0;30.0;60	1;1.0204081633;1.0416666667	1500	1000	NEW	2
53	Time To Grow		4	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/53_Timetogrow.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/53_Timetogrow.mp3		1	1	0.25	1	0;40.0;80	1;1.0204081633;1.0416666667	1400	1000	NORMAL	1
64	Rain Of Sakura		5	0	0	1	0	1	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/64_RainOfSakura.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/64_RainOfSakura.mid		0	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	1800	1000	NORMAL	2
81	Wedding Piano		6	0	0	1	0	1	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/81_WeddingPiano_Trauerbaum2.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/81_WeddingPiano_Trauerbaum2.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	1500	1500	NORMAL	1
95	Emotional Orchestra	Best Audio	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/95_EmotionalOrchestra_BestAudio.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/95_EmotionalOrchestra_BestAudio.mp3		1	1	0.25	1	0;45.11;75.6	1;1.0204081633;1.0416666667	1700	1000	NEW	2
87	Beautiful Piano	Light Of Music	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/87_BeautifulPiano_LightOfMusic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/87_BeautifulPiano_LightOfMusic.mp3		1	1	0.25	1	0;37.75;75.09	1;1.0204081633;1.0416666667	1700	1000	NEW	1
37	New Year		-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/37_NewYear_DMusic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/37_NewYear_DMusic.mp3		1	1	0.25	1	0;30.0;60	1;1.0204081633;1.0416666667	1500	1000	NEW	2
74	Kid Theme		7	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/74_KidsTheme_Bazzil.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/74_KidsTheme_Bazzil.mp3		1	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	1800	1500	NORMAL	2
55	Canvas Painting		8	0	0	1	0	5	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/55_CanvasPainting.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/55_CanvasPainting.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	1650	1000	NORMAL	1
70	Love		9	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/70_Love_Madamusic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/70_Love_Madamusic.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	1600	1500	NORMAL	2
86	Beautiful Romantic	Kornev Music	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/86_BeautifulEmotionalRomantic_KornevMusic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/86_BeautifulEmotionalRomantic_KornevMusic.mp3		1	1	0.25	1	0;33.9;67.9	1;1.0204081633;1.0416666667	1840	1000	NEW	2
114	Touching And Intimate	DPmusic Studio	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/114_TouchingAndIntimate_DPmusicStudio.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/114_TouchingAndIntimate_DPmusicStudio.mp3		1	1	0.25	1	0;45.3;74.8	1;1.0204081633;1.0416666667	2100	1000	NEW	2
6	Background		-1	50	0	1	0	6	6	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/6_BackgroundPiano_Jerkim007.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/6_BackgroundPiano_Jerkim007.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	2200	1000	NEW	1
3	Buddy Song		10	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/3_buddy.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/3_buddy.mp3		1	1	0.25	1	0;40.0;80.0	1;1.11111111111;1.25	1900	1500	NORMAL	2
17	A New Beginning		11	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/17_ANewBeginning.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/17_ANewBeginning.mp3		1	1	0.25	1	0;30.0;60.0	1;1.05263158;1.111111111111	1700	1000	NORMAL	1
80	Memory Lane		12	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/80_MemoryLane_DenisAlex.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/80_MemoryLane_DenisAlex.mp3		1	1	0.25	1	0;50.0;100.0	1;1.0204081633;1.0416666667	1800	1500	NORMAL	1
84	Uplifting Moment		-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/84_UpliftingInspiringMoment_ElektorProject.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/84_UpliftingInspiringMoment_ElektorProject.mid		0	1	0.25	1	0;35.0;70	1;1.0204081633;1.0416666667	2000	500	NEW	1
92	Chopin Nocturne 2	Light Of Music	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/92_ChopinNocturne2_LightOfMusic.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/92_ChopinNocturne2_LightOfMusic.mp3		1	1	0.25	1	0;27.06;83.02	1;1.0204081633;1.0416666667	2500	1000	NEW	1
113	Wedding Ballad	The Audio Styler	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/113_RomanticWeddingPianoBallad_TheAudioStyler.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/113_RomanticWeddingPianoBallad_TheAudioStyler.mp3		1	1	0.25	1	0;49;89.7	1;1.0204081633;1.0416666667	1850	1000	NEW	1
2	Itsy Bitsy Spider		13	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/2_Spider.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/2_Spider.mp3		1	1	0.25	1	0;20.0;40.0	1;1.05263158;1.111111111111	1900	1000	NORMAL	2
32	Funny Winter Holiday		14	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/32_Funnywinterholiday.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/32_Funnywinterholiday.mp3		1	1	0.25	1	0;40.0;80	1;1.05263158;1.111111111111	1900	1000	NORMAL	2
56	Gentle Love		15	0	0	1	0	5	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/56_Gentlelove.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/56_Gentlelove.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	1900	2000	NORMAL	1
105	Light Piano	Piano King	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/105_LightPiano_PianoKing.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/105_LightPiano_PianoKing.mp3		1	1	0.25	1	0;32;80	1;1.0204081633;1.0416666667	1900	1000	NEW	1
85	80s Piano Synth	Columnals	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/85_80sPianoSynth_Columnals.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/85_80sPianoSynth_Columnals.mid		0	1	0.25	1	0;29.17;59	1;1.0204081633;1.0416666667	2100	1000	NEW	2
97	Game	JuanMares	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/97_Game_Juanmares.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/97_Game_Juanmares.mp3		1	1	0.25	1	0;23.8;48	1;1.0204081633;1.0416666667	2650	1000	NEW	2
31	Happy Every Day		16	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/31_happyeveryday.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/31_happyeveryday.mp3		1	1	0.25	1	0;30.0;60	1;1.05263158;1.111111111111	1900	1000	NORMAL	1
40	Christmas Snow		17	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/40_Christmassnow.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/40_Christmassnow.mp3		1	1	0.25	1	0;25.0;50	1;1.05263158;1.111111111111	2000	1000	NORMAL	2
8	Happy Fun		18	0	0	1	0	5	2	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/8_Happy_Fun.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/8_Happy_Fun.mp3		1	1	0.25	1	0;34.5;64.5	1;1.05263158;1.111111111111	2000	1000	NORMAL	2
76	Classical Piano		-1	50	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/76_ClassicalPiano_Korolkov.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/76_ClassicalPiano_Korolkov.mp3		1	1	0.25	1	0;25.0;50.0	1;1.0204081633;1.0416666667	2800	1500	NEW	1
90	Childhood Dreams	DIXIDD	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/90_ChildhoodDreams_DIXIDD.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/90_ChildhoodDreams_DIXIDD.mp3		1	1	0.25	1	0;41.7;76	1;1.0204081633;1.0416666667	2300	1000	NEW	2
103	Inspiring Piano	The JR Sound Design	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/103_InspiringPianoBackground_TheJRSoundDesign.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/103_InspiringPianoBackground_TheJRSoundDesign.mp3		1	1	0.25	1	0;38;76.4	1;1.0204081633;1.0416666667	2550	1000	NEW	1
48	Summit To Ayers Rock		19	0	0	1	0	5	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/48_Summit.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/48_Summit.mp3		1	1	0.25	1	0;35.0;70	1;1.0204081633;1.0416666667	2000	1000	NORMAL	1
15	Clear Day		20	0	0	1	0	5	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/15_Clear_Day.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/15_Clear_Day.mp3		1	1	0.25	1	0;39.0;62.0	1;1.05263158;1.111111111111	1900	1000	NORMAL	3
78	Classic Guitar		21	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/78_ClassicGuitar_AndyClassical.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/78_ClassicGuitar_AndyClassical.mp3		1	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	1900	1500	NORMAL	3
89	Believe In Happiness	Serginxs	-1	10	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/89_BelieveInHappiness_Serginxs.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/89_BelieveInHappiness_Serginxs.mp3		1	1	0.25	1	0;48.63;83.95	1;1.0204081633;1.0416666667	2250	1000	NEW	3
91	Childish Story	Actual Sound	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/91_ChildishStoryWithGuitar_ActualSound.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/91_ChildishStoryWithGuitar_ActualSound.mp3		1	1	0.25	1	0;42.8;87	1;1.0204081633;1.0416666667	2300	1000	NEW	3
111	Romantic	Praded	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/111_Romantic_Praded.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/111_Romantic_Praded.mp3		1	1	0.25	1	0;46;69.55	1;1.0204081633;1.0416666667	2700	1000	NEW	1
65	In Love		22	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/65_InLove_EberleMaxim.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/65_InLove_EberleMaxim.mp3		1	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	2000	1500	NORMAL	1
4	Little Idea		23	0	0	1	0	5	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/4_Little_Idea.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/4_Little_Idea.mp3		1	1	0.25	1	0;55.0;78.5	1;1.11111111111;1.25	2000	1500	NORMAL	2
25	Fly With Me		24	0	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/25_flywithme.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/25_flywithme.mp3		1	1	0.25	1	0;40.0;80	1;1.05263158;1.111111111111	2000	1000	NORMAL	3
9	Happy Life		-1	50	0	1	0	5	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/9_Happylife.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/9_Happylife.mp3		1	1	0.25	1	0;35.0;70.0	1;1.05263158;1.111111111111	3100	1000	NEW	2
98	Happy	Silver Tiger Studios	-1	50	0	1	0	0	0	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/98_Happy_SilverTigerStudios.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/98_Happy_SilverTigerStudios.mp3		1	1	0.25	1	0;42.15;96.95	1;1.0204081633;1.0416666667	2930	1000	NEW	2
11	Beautiful Autumn		-1	50	0	1	0	2	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/11_BeautyPiano.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/11_BeautyPiano.mid		0	1	0.25	1	0;35.0;70.0	1;1.0204081633;1.0416666667	2300	1500	NEW	1
72	Hopeful Piano		25	0	0	1	0	0	1	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/72_HopefulPiano_Pianodays.mid	https://raw.githubusercontent.com/ben29111994/Light-Dance/master/MusicDatabase/72_HopefulPiano_Pianodays.mp3		1	1	0.25	1	0;40.0;80.0	1;1.0204081633;1.0416666667	2000	1500	NORMAL	1
